# time = 2.000175010089e-09
# x  density  temperature  T_rad  velocity_x  pressure  mass_coord
9.091719230887e-04 7.477999659583e+01 4.855654687989e+04 4.860329123088e+04 3.334876918697e+05 2.165047843659e+12 4.792828280381e-03
9.100268634836e-04 7.540410647681e+01 4.832203032835e+04 4.826945653805e+04 3.335153268933e+05 2.163752207939e+12 4.851228276449e-03
9.107209102406e-04 7.534180110198e+01 4.834717852977e+04 4.834717942290e+04 3.334419986760e+05 2.164015272171e+12 4.903732687546e-03
9.114206292372e-04 7.614533141632e+01 4.808143216801e+04 4.809427074495e+04 3.333966146419e+05 2.164674505371e+12 4.964805295987e-03
9.123250166857e-04 7.649503891275e+01 4.795965264472e+04 4.794729099198e+04 3.334160208868e+05 2.164421336667e+12 5.028869802604e-03
9.130956269240e-04 7.779725109733e+01 4.753759136731e+04 4.753759224549e+04 3.333794822419e+05 2.165231225688e+12 5.087463998692e-03
9.138313474431e-04 7.792724747071e+01 4.750182815256e+04 4.750179902082e+04 3.334039209297e+05 2.165732910168e+12 5.147775783719e-03
9.146435267148e-04 7.814642316956e+01 4.743202719782e+04 4.736803142367e+04 3.334544240010e+05 2.165868456446e+12 5.211484216504e-03
9.154618362154e-04 7.837464549129e+01 4.738044462798e+04 4.744460689501e+04 3.335011434680e+05 2.167530243981e+12 5.274826504498e-03
9.162599241504e-04 7.796040521718e+01 4.752101743989e+04 4.744064161443e+04 3.335812177741e+05 2.167925891909e+12 5.332777895948e-03
9.169485240100e-04 8.003229821337e+01 4.687279072434e+04 4.698357739035e+04 3.336743313754e+05 2.169187006082e+12 5.390167974499e-03
9.176940970989e-04 7.939554464227e+01 4.712978513851e+04 4.710157487851e+04 3.337681510637e+05 2.173266359537e+12 5.449136462278e-03
9.184339596990e-04 7.870503264068e+01 4.737975111053e+04 4.735463047621e+04 3.341483534059e+05 2.175334967246e+12 5.505641294821e-03
9.191299603632e-04 8.127408657802e+01 4.660425681033e+04 4.635621861318e+04 3.343609336462e+05 2.177987036395e+12 5.564096963217e-03
9.198724420212e-04 8.042397741510e+01 4.694149538508e+04 4.719244847806e+04 3.346021578696e+05 2.183424563403e+12 5.626023803406e-03
9.206699697529e-04 8.138611178976e+01 4.668839285463e+04 4.668831389662e+04 3.347430816485e+05 2.186870599084e+12 5.689597234372e-03
9.214347093311e-04 8.191500046030e+01 4.657610127880e+04 4.665399845523e+04 3.349356782391e+05 2.190630432607e+12 5.751589780786e-03
9.221835520288e-04 8.301785603537e+01 4.630680480759e+04 4.632806186962e+04 3.353762782802e+05 2.195506637060e+12 5.813880576233e-03
9.229353695124e-04 8.282891678081e+01 4.641335438851e+04 4.630722739824e+04 3.355518609810e+05 2.199281309513e+12 5.872493307952e-03
9.235988242308e-04 8.267648044221e+01 4.649353329794e+04 4.657979240692e+04 3.358228345542e+05 2.201872330852e+12 5.927948737511e-03
9.242768738741e-04 8.350527072467e+01 4.629167054013e+04 4.620944125783e+04 3.359080363976e+05 2.205433960080e+12 5.986734924253e-03
9.250067877337e-04 8.411460982070e+01 4.615853374263e+04 4.624315662384e+04 3.361953755363e+05 2.209063446464e+12 6.048282733974e-03
9.257403012109e-04 8.502018398976e+01 4.595948894811e+04 4.587059617951e+04 3.366125204484e+05 2.214138625332e+12 6.107467179074e-03
9.263990323120e-04 8.516367125442e+01 4.597429801336e+04 4.598995516701e+04 3.367287459813e+05 2.218495136915e+12 6.169479917192e-03
9.271966202541e-04 8.524154723918e+01 4.603072100465e+04 4.601547636367e+04 3.370534358179e+05 2.224601013842e+12 6.233135507461e-03
9.278925666818e-04 8.631037907439e+01 4.575133668188e+04 4.575132479857e+04 3.371960254246e+05 2.226772288219e+12 6.291663403594e-03
