# time = 2.000000000000e-09
# x  density  temperature  T_rad  velocity_x  pressure  mass_coord
8.913875498311e-04 5.028063097950e+01 5.914551269419e+04 5.914550793485e+04 3.288513647985e+05 2.110061180264e+12 2.386063982076e-03
8.925611519117e-04 5.105498048699e+01 5.881394077308e+04 5.881393397084e+04 3.297187156141e+05 2.118833224630e+12 2.445566332574e-03
8.937184625033e-04 5.175358874044e+01 5.854877981963e+04 5.854877622619e+04 3.306411692878e+05 2.128300320135e+12 2.505200082988e-03
8.948656781046e-04 5.242436859630e+01 5.831247953540e+04 5.831247973078e+04 3.315921031070e+05 2.138122192174e+12 2.565031821628e-03
8.960010551312e-04 5.314640273690e+01 5.804986654875e+04 5.804986749155e+04 3.325322671245e+05 2.147855404563e+12 2.624861776492e-03
8.971171928556e-04 5.392758220690e+01 5.774811515089e+04 5.774811322829e+04 3.334060225094e+05 2.156917165344e+12 2.684547445222e-03
8.982146039790e-04 5.467602065572e+01 5.744624440846e+04 5.744623980986e+04 3.341373193464e+05 2.164409879839e+12 2.744142875309e-03
8.992971404587e-04 5.529006748386e+01 5.718364476911e+04 5.718364116822e+04 3.346418247383e+05 2.169336901871e+12 2.803778920014e-03
9.003718104148e-04 5.576552200408e+01 5.694803684570e+04 5.694803685652e+04 3.348175324340e+05 2.170981504774e+12 2.863537774225e-03
9.014403591380e-04 5.622346324831e+01 5.668838386032e+04 5.668838507420e+04 3.348347258519e+05 2.170377107110e+12 2.923383839337e-03
9.025006748302e-04 5.676625510429e+01 5.638211267331e+04 5.638211185257e+04 3.347579660674e+05 2.169498282014e+12 2.983155077378e-03
9.035462312951e-04 5.732155424956e+01 5.605552035276e+04 5.605551635968e+04 3.345788434711e+05 2.167496540557e+12 3.042785461841e-03
9.045812319694e-04 5.779158047562e+01 5.575769413196e+04 5.575768832918e+04 3.342936309909e+05 2.164246719385e+12 3.102379439622e-03
9.056086070699e-04 5.812405683595e+01 5.551167826303e+04 5.551167518295e+04 3.339050175911e+05 2.159616366021e+12 3.162093509202e-03
9.066359429731e-04 5.838909951822e+01 5.528349779089e+04 5.528349857557e+04 3.334274992384e+05 2.153841286826e+12 3.221999850718e-03
9.076605771126e-04 5.870625500257e+01 5.502042891990e+04 5.502042995140e+04 3.328969803546e+05 2.147447062351e+12 3.281921207929e-03
9.086773389780e-04 5.912167798201e+01 5.471344573226e+04 5.471344348592e+04 3.323814340339e+05 2.141254363103e+12 3.341629050915e-03
9.096804062184e-04 5.961111856919e+01 5.440618245171e+04 5.440617644118e+04 3.320146204986e+05 2.137146072965e+12 3.401147745332e-03
9.106742380748e-04 6.010699499934e+01 5.415651456749e+04 5.415650849060e+04 3.319438735294e+05 2.136644118593e+12 3.460714612272e-03
9.116624339988e-04 6.052021394199e+01 5.397108568836e+04 5.397108206997e+04 3.319268570208e+05 2.137508183628e+12 3.520446325050e-03
9.126481806268e-04 6.090581684820e+01 5.381749081605e+04 5.381749073893e+04 3.320117307083e+05 2.139437504255e+12 3.580370738739e-03
9.136302070881e-04 6.140265035931e+01 5.364482945533e+04 5.364483075354e+04 3.322353409285e+05 2.143389304113e+12 3.640314995878e-03
9.146006780121e-04 6.205028706913e+01 5.343217904157e+04 5.343217794183e+04 3.325949982207e+05 2.149115858622e+12 3.700042842977e-03
9.155553503847e-04 6.278123884214e+01 5.320739266198e+04 5.320738897300e+04 3.330673002336e+05 2.156276302504e+12 3.759571110292e-03
